"id","source","proposition","gold_name","gold_cite","model_response","extracted_case_name","extracted_citation","extracted_year","real","real_status","name_match","matched_cl_name","matched_cluster_id","right_case","supports","support_rationale","support_cost_usd","model_cost_usd"
"freshdc-10847189-39","freshdc","“There is little question that disclosing the identity of targets of law-enforcement investigations can subject those identified to embarrassment and potentially more serious reputational harm.”","Behalf  Judiciary Comm. v. DOJ","Behalf  Judiciary Comm. v. DOJ, 823 F.2d 574 (1987)","U.S. Dep't of Justice v. Reporters Comm. for Freedom of the Press, 489 U.S. 749 (U.S. 1989)","Freedom of the Press","489 U.S. 749","1989","Y","VERIFIED","Y","United States Department of Justice v. Reporters Committee for Freedom of the Press","112224","N","Yellow","The case broadly supports privacy interests in law-enforcement records and the harm of disclosure, but the excerpt does not contain the specific language about 'embarrassment and potentially more serious reputational harm' from disclosing 'targets of investigations'; the case addresses rap-sheet compilation privacy under FOIA Exemption 7(C), a narrower and distinct framing from the proposition's broader claim.","0.0786948","0.05161155"
"freshdc-10847841-40","freshdc","finding agency’s appeal procedure contemplated appeals of inaction and therefore plaintiff was subject to administrative-exhaustion requirement in suit over agency delay","Mdewakanton Sioux Indians  Minn. v. Zinke","Mdewakanton Sioux Indians  Minn. v. Zinke, 264 F. Supp. 3d 116 (2017)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.0558603"
"freshdc-10846361-41","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","Smith v. United States, 507 U.S. 197 (U.S. 1993)","Smith v. United States","507 U.S. 197","1993","Y","VERIFIED","Y","Smith v. United States","112827","N","Green","The excerpt directly quotes and applies 28 U.S.C. Â§ 2680(k)'s foreign-country exception, holding it bars FTCA claims arising in Antarctica and thus confirming the statute retains sovereign immunity for '[a]ny claim arising in a foreign country.'","0.0523623","0.0422178"
"freshdc-10847189-42","freshdc","“[T]his court has found that individuals have an obvious privacy interest cognizable under Exemption 7(C) in keeping secret the fact that they were subjects of a law enforcement investigation.”","Nation Mag., Washington Bureau v. U.S. Customs Serv.","Nation Mag., Washington Bureau v. U.S. Customs Serv., 71 F.3d 885 (1995)","SafeCard Services, Inc. v. SEC, 926 F.2d 1197 (D.C. Cir. 1991)","SafeCard Services, Inc. v. SEC","926 F.2d 1197","1991","Y","VERIFIED","N","Safecard Services, Inc. v. Securities and Exchange Commission","556586","N","Yellow","The excerpt confirms the court affirmed an Exemption 7(C) personal privacy ruling in a law enforcement investigation context, consistent with the proposition, but the excerpt is truncated before reaching the 7(C) analysis section and does not contain the specific passage articulating an 'obvious privacy interest in keeping secret the fact that they were subjects of a law enforcement investigation.'","0.07356105","0.046309050000000004"
"freshdc-10847369-43","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.07558155"
"freshdc-10846361-44","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","Sosa v. Alvarez-Machain, 542 U.S. 692 (U.S. 2004)","Sosa v. Alvarez-Machain","542 U.S. 692","2004","Y","VERIFIED","Y","Sosa v. Alvarez-Machain","137006","N","Green","The opinion explicitly quotes and applies Â§ 2680(k)'s foreign-country exception, holding that the FTCA retains sovereign immunity for claims arising in a foreign country and rejecting the headquarters doctrine that would have circumvented that bar.","0.06123855","0.0446178"
"freshdc-10847369-45","freshdc","“mere fact” of age differential between plaintiff and selectee is insufficient to support inference that adverse action was motivated by age","Goss v. George Wash. Univ.","Goss v. George Wash. Univ., 942 F. Supp. 659 (1996)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.06078404999999999"
"freshdc-10847840-46","freshdc","“The more relevant a pleading is to the central claims of the litigation, the stronger the presumption of unsealing the pleading becomes.”","Grover v. Related Cos.","Grover v. Related Cos., 4 F. Supp. 3d 21 (2013)","Lugosch v. Pyramid Co. of Onondaga, 435 F.3d 110 (2d Cir. 2006)","Lugosch v. Pyramid Co. of Onondaga","435 F.3d 110","2006","Y","VERIFIED","Y","Lugosch v. Pyramid Co. of Onondaga","793012","N","Yellow","Lugosch recognizes that the strength of the presumption of access scales with how substantially a document affects litigants' rights, but the case frames this as relevance to the *judicial function* (not merely relevance to the central claims), and the presumption is one of *access* subject to countervailing factorsâ€”not a direct presumption of unsealing as the proposition implies.","0.0770523","0.0436578"
"freshdc-10847369-47","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.04951155"
"freshdc-10846361-48","freshdc","explaining that the FTCA “retains sovereign immunity for . . . ‘[a]ny claim arising in a foreign country’” (quoting 28 U.S.C. § 2680(k))","Gross v. Dev. Alts., Inc.","Gross v. Dev. Alts., Inc., 946 F. Supp. 2d 120 (2013)","Smith v. United States, 507 U.S. 197 (1993)","Smith v. United States","507 U.S. 197","1993","Y","VERIFIED","Y","Smith v. United States","112827","N","Green","The excerpt directly quotes 28 U.S.C. Â§ 2680(k)'s '[a]ny claim arising in a foreign country' language and applies it to bar an FTCA claim, confirming the statute retains sovereign immunity for such claims.","0.0523023","0.0448878"
"freshdc-10847369-49","freshdc","“[A] suspension without pay that is never served does not constitute an adverse employment action.”","Whittaker v. N. Ill. Univ.","Whittaker v. N. Ill. Univ., 424 F.3d 640 (2005)","UNKNOWN","","","","N","","N","","","N","","model returned UNKNOWN","0.0","0.049931550000000005"
