pdf,citation_text,context,classification,case_name,plaintiff,defendant,volume,reporter,page,court,year,month,day,docket_number,is_westlaw,wl_number,review_reason,v_status,v_confidence,v_url,v_matched_name,v_git_hash,qc_status,qc_notes,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Advanced Battery Techs., Inc. v. Zhiguo Fu, 2015 WL 4389893 (S.D.N.Y. Jul. 10, 2015)","...vided by its trusted co-counsel, and that it did not sign or file the subject brief. (See Keech Decl., ¶¶ 3-7; Vahedy Decl., ¶¶ 3-5.) see also Braun ex rel Advanced Battery Techs., Inc. v. Zhiguo Fu, 2015 WL 4389893, at *19 (S.D.N.Y. Jul. 10, 2015) (declining to impose sanctions where no evidence",likely_fake,"Advanced Battery Techs., Inc. v. Zhiguo Fu","Advanced Battery Techs., Inc.",Zhiguo Fu,2015,WL,4389893,nysd,2015,7,10,,TRUE,4389893,,POSSIBLE_MATCH,0.4827,https://www.courtlistener.com/docket/4349249/67/braun-v-fu/,Braun v. Fu,fbdbb4a,approved,correct document; low score seems understandable since case caption does not match,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"United States v. Hayes, 763 F. Supp. 3d 1054 (E.D. Cal. 2025)","...n submissions to judges. Whether that conduct supports the imposition of various types of sanctions requires a fact- and circumstance-specific analysis. See, e.g., United States v. Hayes, F.Supp.3d , 2025 WL 235531 at *10-15 (E.D. Cal. Jan 17, 2025) (sanctioning criminal defense lawyer for using ",likely_real,"United States v. Hayes, F.Supp.3d",United States,"Hayes, F.Supp.3d",2025,WL,235531,,2025,,,,TRUE,235531,,,,,,,duplicate,duplicate of prior citation,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Booth v. Allstate Ins. Co., 198 Cal.App.3d 1357 (1989)","...lifornia courts are especially skeptical of overbroad privilege assertions in bad faith insurance litigation, where the insurer's claims conduct is directly at issue. See, Booth v. Allstate Ins. Co., 198 Cal.App.3d 1357, 1366 (1989) (""An insurer cannot assert privilege to shield evidence of bad f",likely_real,Booth v. Allstate Insurance. Co.,Booth,Allstate Insurance. Co.,198,Cal. App. 3d,1357,calctapp,1989,,,,FALSE,,,NOT_FOUND,0,,,3fbf7a8,approved,confirmed hallucination,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Upjohn Co. v. U.S., 449 U.S. 383 (U.S. 1981)","...ardless of whether there may have been a ""perceived additional interest in securing legal advice."" McCaugherty v. Siffermann, 132 F.R.D. 234, 238 (N.D. Cal. 1990). See also, e.g., Upjohn Co. v. U.S., 449 U.S. 383, 395-96 (1981) (ACP only protects communications from client to attorney, and not di",likely_real,Upjohn Co. v. U.S.,Upjohn Co.,U.S.,449,U.S.,383,usjc,1981,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/110374/upjohn-co-v-united-states/,Upjohn Co. v. United States,a0a9afc,approved,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"D. I. Chadbourne, Inc. v. Superior, 60 Cal.2d 723 (1964)","...arty claiming the privilege has the burden to show that the communication sought to be suppressed falls within the terms of the claimed privilege."" See D. I. Chadbourne, Inc. v. Superior Court (1964) 60 Cal.2d 723, 729. f. Page 10 of Dkt. 98: i. Booth v. Allstate Ins. Co., 198 Cal.App.3d 1357, 13",likely_real,"D. I. Chadbourne, Inc. v. Superior","D. I. Chadbourne, Inc.",Superior,60,Cal. 2d,723,cal,1964,,,,FALSE,,,VERIFIED,1.0,https://www.courtlistener.com/opinion/1167496/d-i-chadbourne-inc-v-superior-court/,"D. I. Chadbourne, Inc. v. Superior Court",e697e44,approved,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Booth v. Allstate Ins. Co., 198 Cal.App.3d 1357 (1988)","...lifornia courts are especially skeptical of overbroad privilege assertions in bad faith insurance litigation, where the insurer's claims conduct is directly at issue. See, Booth v. Allstate Ins. Co., 198 Cal.App.3d 1357, 1366 (1989) (""An insurer cannot assert privilege to shield evidence of bad f",likely_real,Booth v. Allstate Insurance. Co.,Booth,Allstate Insurance. Co.,198,Cal. App. 3d,1357,calctapp,1988,,,,FALSE,,,NOT_FOUND,0,,,3fbf7a8,duplicate,duplicate of line 284,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Zurich Ins. Co. v. State Farm Mut. Auto. Ins. Co., 137 A.2d 401 (1st Dep't 1988)","... privilege to shield evidence of bad faith."") – inaccurate quote to a case that appears not to exist but is a correct proposition of law. See, e.g., Zurich Ins. Co. v. State Farm Mut. Auto. Ins. Co., 137 A.2d 401, 402 (1st Dep't 1988) (""Where it is alleged -6- 2550949.1 DECLARATION OF TRENT COPEL",likely_real,Zurich Insurance. Co. v. State Farm Mut. Auto. Insurance. Co.,Zurich Insurance. Co.,State Farm Mut. Auto. Insurance. Co.,137,A.2d,401,,1988,,,,FALSE,,,POSSIBLE_MATCH,0.511,https://www.courtlistener.com/opinion/1633172/christensen-v-state-farm-mut-auto-ins-co/,Christensen v. State Farm Mut. Auto. Ins. Co.,ff0a91d,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"United States v. Hayes, 763 F. Supp. 3d 1054 (E.D. Cal. 2025)","...n submissions to judges. Whether that conduct supports the imposition of various types of sanctions requires a fact- and circumstance-specific analysis. See, e.g., United States v. Hayes, F.Supp.3d , 2025 WL 235531 at *10-15 (E.D. Cal. Jan 17, 2025) (sanctioning criminal defense lawyer for using ",likely_real,"Unites States v. Hayes, --- F. Supp. 3d. ---",Unites States,"Hayes, --- F. Supp. 3d. ---",2025,WL,235531,caed,2025,,,,TRUE,235531,,NOT_FOUND,0,,,a0a9afc,duplicate,duplicate of line 175,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Roadway Express, Inc. v. Piper, 447 U.S. 752 (U.S. 1980)","... the inherent authority to levy sanctions against a party or attorney for, inter alia, acting in ""bad faith"" or for otherwise ""willfully abus[ing] judicial processes."" Roadway Express, Inc. v. Piper, 447 U.S. 752, 766 (1980). Sanctions based on a federal court's inherent authority are ""both broad",uncertain,"Roadway Express, Inc. v. Piper","Roadway Express, Inc.",Piper,447,U.S.,752,usjc,1980,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Chambers v. NASCO, Inc., 501 U.S. 32 (U.S. 2001)","...sed on a federal court's inherent authority are ""both broader and narrower than other means of imposing sanctions"" because they encompass ""a full range of litigation abuses."" Chambers v. NASCO, Inc., 501 U.S. 32, 46- 47 (1991). 27 28 5 15. The Ninth Circuit has concluded that such sanctions ""are ",uncertain,"Chambers v. NASCO, Inc.",Chambers,"NASCO, Inc.",501,U.S.,32,usjc,2001,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Rocha v. Fiedler, 2025 WL 1219007 (9th Cir. Apr. 28, 2025)","...ed that such sanctions ""are available if the court specifically finds bad faith or conduct tantamount to bad faith"" by an attorney. Fink v. Gomez, 239 F.3d 989, 994 (9th Cir. 2001); Rocha v. Fiedler, 2025 WL 1219007 at *1 (9th Cir. Apr. 28, 2025) (same standard under Fed. R. Bankr. P. 9011); Arro",uncertain,Rocha v. Fiedler,Rocha,Fiedler,2025,WL,1219007,ca9,2025,,,,TRUE,1219007,,NOT_FOUND,0.0,,,cc46446,investigate,did not find correct document,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Arrowhead Capital Finance, Ltd. v. Picturepro, LLC, 2023 WL 109722 (9th Cir. Jan. 5, 2023)","..., 239 F.3d 989, 994 (9th Cir. 2001); Rocha v. Fiedler, 2025 WL 1219007 at *1 (9th Cir. Apr. 28, 2025) (same standard under Fed. R. Bankr. P. 9011); Arrowhead Capital Finance, Ltd. v. Picturepro, LLC, 2023 WL 109722 at *2 (9th Cir. Jan. 5, 2023) (same; affirming discovery sanction award). The ""tan",uncertain,"Arrowhead Capital Finance, Ltd. v. Picturepro, LLC","Arrowhead Capital Finance, Ltd.","Picturepro, LLC",2023,WL,109722,ca9,2023,,,,TRUE,109722,,NOT_FOUND,0.0,,,e697e44,data,Available on 9th Circuit website (unpublished) 21-56063. Why not in opinions? (or RECAP?),
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Saxena v. Martinez- Hernandez, 2025 WL 1194003 (D. Nev. April 23, 2025)","... defense lawyer for using AI; when questioned by the court, the lawyer's response about the source of inaccurate legal citations ""was not accurate and was misleading""); Saxena v. Martinez- Hernandez, 2025 WL 1194003 at *2 and n.5 (D. Nev. April 23, 2025) (""Saxena's use of AI generated cases – and",uncertain,Saxena v. Martinez- Hernandez,Saxena,Martinez- Hernandez,2025,WL,1194003,nvd,2025,4,23,,TRUE,1194003,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"State Farm Mutual Auto Ins. Co. v. Lee, 13 P.3d 1169 (ariz 2000)","...ff's lawyers may have presented falsified research on an issue of such significance (the dispute over privilege assertions) that it led to my 3 That decision – State Farm Mutual Auto Ins. Co. v. Lee, 13 P.3d 1169, 1183 (Ariz. 2000) – is a ruling of the Arizona Supreme Court that may (in part) hav",uncertain,State Farm Mutual Auto Insurance. Co. v. Lee,State Farm Mutual Auto Insurance. Co.,Lee,13,P.3d,1169,ariz,2000,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Minebea Co., Ltd. v. Papst, 228 F.R.D. 13 (D.D.C. 2005)","...ther functions in addition to providing legal advice, the lawyer's role on a particular occasion will not be self-evident as it usually is in the case of outside counsel."" Minebea Co., Ltd. v. Papst, 228 F.R.D. 13, 21 (D.D.C. 2005). Accordingly, ""courts impose a higher burden on in-house counsel ",uncertain,"Minebea Co., Ltd. v. Papst","Minebea Co., Ltd.",Papst,228,F.R.D.,13,dcd,2005,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Neuberger Berman Real Estate Income Fund, Inc. v. Lola Brown Trust No. 1B, 230 F.R.D. 398 (2005)","...gly, ""courts impose a higher burden on in-house counsel to 'clearly demonstrate' that advice was given in a legal capacity."" Neuberger Berman Real Estate Income Fund, Inc. v. Lola Brown Trust No. 1B, 230 F.R.D. 398, 411 n.20 (D. Md. 2005) (citation omitted). And the principle applies equally here",uncertain,"Neuberger Berman Real Estate Income Fund, Inc. v. Lola Brown Trust","Neuberger Berman Real Estate Income Fund, Inc.",Lola Brown Trust,230,F.R.D.,398,,2005,,,1B,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"In re Vioxx Prods. Liability Litig., 501 F. Supp. 2d 789 (E.D. La. 2007)","...e counsel. To justify withholding communications with coverage counsel, the ""lawyer's role as a lawyer must be primary to her participation"" in the communication. In re Vioxx Prods. Liability Litig., 501 F. Supp. 2d 789, 798 (E.D. La. 2007). Communications with in-house counsel are not privileged",uncertain,In re Vioxx Prods. Liability Litig.,,,501,F. Supp. 2d,789,laed,2007,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"McCaugherty v. Siffermann, 132 F.R.D. 234 (N.D. Cal. 1990)","... the extent they ""would have been made because of a business purpose,"" regardless of whether there may have been a ""perceived additional interest in securing legal advice."" McCaugherty v. Siffermann, 132 F.R.D. 234, 238 (N.D. Cal. 1990). See also, e.g., Upjohn Co. v. U.S., 449 U.S. 383, 395-96 (1",uncertain,McCaugherty v. Siffermann,McCaugherty,Siffermann,132,F.R.D.,234,cand,1990,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"In re Vioxx Prods. Liability Litig., 11 La. 2007 (2007)","...mmunications with coverage counsel, the 9 ""lawyer's role as a lawyer must be primary to her participation"" in the 10 communication. In re Vioxx Prods. Liability Litig., 501 F. Supp. 2d 789, 798 (E.D. 11 La. 2007). Communications with in-house counsel are not privileged to the extent 12 they ""woul",uncertain,In re Vioxx Prods. Liability Litig.,,,11,La.,2007,la,2007,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"In re Vioxx Prods. Liability Litig., 501 F. Supp. 2d 789 (2007)","...e counsel. To justify withholding communications with coverage counsel, the ""lawyer's role as a lawyer must be primary to her participation"" in the communication. In re Vioxx Prods. Liability Litig., 501 F. Supp. 2d 789, 798 (E.D. La. 2007). Communications with in-house counsel are not privileged",uncertain,In re Vioxx Prods. Liability Litig.,,,501,F. Supp. 2d,789,,2007,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"People v. Superior, 25 Cal.4th 703 (2001)","...hat we believe should be brought to the Special Master's attention – irrespective of whether these errors are associated with the use of AI, or not: a. Page 3 of Dkt. 98: i. People v. Superior Court, 25 Cal.4th 703, 725 (2001) (""A trial court has broad discretion to review materials in camera to ",uncertain,People v. Superior,People,Superior,25,Cal. 4th,703,cal,2001,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Wellpoint Health Networks, Inc. v. Superior, 59 Cal.App.4th 110 (1997)","...ermine whether a claimed privilege applies."").–.there should be no quotes in the parenthetical, which should refer to n. 7. b. Page 4 of Dkt. 98: i. Wellpoint Health Networks, Inc. v. Superior Court, 59 Cal.App.4th 110, 119 (1997) – the pincite should be page 123, not 119. ii. Aetna Cas. & Surety",uncertain,"Wellpoint Health Networks, Inc. v. Superior","Wellpoint Health Networks, Inc.",Superior,59,Cal. App. 4th,110,calctapp,1997,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Surety Co. v. Superior, 153 Cal.App.3d 467 (1984)","...7. b. Page 4 of Dkt. 98: i. Wellpoint Health Networks, Inc. v. Superior Court, 59 Cal.App.4th 110, 119 (1997) – the pincite should be page 123, not 119. ii. Aetna Cas. & Surety Co. v. Superior Court, 153 Cal.App.3d 467, 476 (1984) (""Where the evidence sought is directly at issue… a party should n",uncertain,Surety Co. v. Superior,Surety Co.,Superior,153,Cal. App. 3d,467,calctapp,1984,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Zurich American Ins. Co. v. Superior, 155 Cal.App.4th 1485 (2007)","...privilege as both a sword and a shield."") – non-existent quote; however, this case exists and the quote states a generally correct proposition of law. iii. Zurich American Ins. Co. v. Superior Court, 155 Cal.App.4th 1485, 1503 (2007) (""Communications by corporate employees that are not made at th",uncertain,Zurich American Insurance. Co. v. Superior,Zurich American Insurance. Co.,Superior,155,Cal. App. 4th,1485,calctapp,2007,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Davis v. City of Santa Ana, 51 Cal.App.5th 1094 (2020)","...ve quotes -5- 2550949.1 DECLARATION OF TRENT COPELAND IN RESPONSE TO SPECIAL MASTER'S ORDER TO SHOW CAUSE RE SANCTIONS within the parentheticals. d. Page 6 of Dkt. 98: i. Davis v. City of Santa Ana, 51 Cal.App.5th 1094, 1115 (2020)– inaccurate citation to a case that appears not to exist and shou",uncertain,Davis v. City of Santa Ana,Davis,City of Santa Ana,51,Cal. App. 5th,1094,calctapp,2020,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Lipton v. Superior, 48 Cal.App.4th 1599 (1996)","...l should be revised to reflect that privilege is strictly construed because it suppresses relevant facts which may be necessary for a just decision. e. Page 9 of Dkt. 98: i. Lipton v. Superior Court, 48 Cal.App.4th 1599, 1619 (1996) (""A party may not use the privilege as both a sword and a shield",uncertain,Lipton v. Superior,Lipton,Superior,48,Cal. App. 4th,1599,calctapp,1996,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/2306500/lipton-v-superior-court/,Lipton v. Superior Court,fbdbb4a,approved,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Boone v. Vanliner Ins. Co., 9 Ohio St. 3d 209 (2001)","...sured, the insurer may 2 not use the attorney-client or work product privilege as a shield to 3 prevent disclosure which is relevant to the insured's bad faith action""); 4 Boone v. Vanliner Ins. Co., 9 Ohio St. 3d 209, 213-14 (2001) (""in an 5 action alleging bad faith denial of insurance coverage",uncertain,Boone v. Vanliner Insurance. Co.,Boone,Vanliner Insurance. Co.,9,Ohio St. 3d,209,,2001,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 10 (2018)","...ms file materials containing attorney client 7 communications related to the issue of coverage that were created prior 8 to the denial of coverage.""). 9 ii. Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 10 652 (2018) (holding that attorney-client privilege does not apply when 11 an attorn",uncertain,Nei v. Travelers Home and Marine Insurance. Co.,Nei,Travelers Home and Marine Insurance. Co.,326,F.R.D.,10,,2018,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 5 (2018)","...ms file materials containing attorney client 2 communications related to the issue of coverage that 3 were created prior to the denial of coverage.""). 4 ii. Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 5 652 (2018) (holding that attorney-client privilege does 6 not apply when an attorney",uncertain,Nei v. Travelers Home and Marine Insurance. Co.,Nei,Travelers Home and Marine Insurance. Co.,326,F.R.D.,5,,2018,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 8 (2018)","...ms file materials containing attorney client 5 communications related to the issue of coverage that 6 were created prior to the denial of coverage.""). 7 ii. Nei v. Travelers Home and Marine Ins. Co., 326 F.R.D. 8 652 (2018) (holding that attorney-client privilege does 9 not apply when an attorney",uncertain,Nei v. Travelers Home and Marine Insurance. Co.,Nei,Travelers Home and Marine Insurance. Co.,326,F.R.D.,8,,2018,,,,FALSE,,,,,,,,,,
lacey_v_state_farm_general_insurance_co_5-6-2025_order.pdf,"Fink v. 21 Gomez, 239 F.3d 989 (9th Cir. 2001)","...47 (1991). 27 28 5 15. The Ninth Circuit has concluded that such sanctions ""are available if the court specifically finds bad faith or conduct tantamount to bad faith"" by an attorney. Fink v. Gomez, 239 F.3d 989, 994 (9th Cir. 2001); Rocha v. Fiedler, 2025 WL 1219007 at *1 (9th Cir. Apr. 28, 2025",uncertain,Fink v. 21 Gomez,Fink,21 Gomez,239,F.3d,989,ca9,2001,,,,FALSE,,,,,,,,,,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Suday v. Suday, No. 04-19-00832-CV, 2020 WL 6928447 (Tex. App. Nov. 25, 2020)","...lant Maryvel Suday's claims in connection with her parents' divorce and property division.1 On September 25, 2024, this court issued an opinion and 1 See Suday v. Suday (Suday I), No. 04-19-00832-CV, 2020 WL 6928447, at *6 (Tex. App.—San Antonio Nov. 25, 2020, no pet.) (affirming final decree of ",likely_real,Suday v. Suday,Suday,Suday,2020,WL,6928447,texapp,2020,11,25,04-19-00832-CV,TRUE,6928447,,LIKELY_REAL,0.875,https://www.courtlistener.com/opinion/4834592/maryvel-suday-independent-to-olga-tamez-de-suday-v-jesus-lozano-suday/,"Maryvel Suday, Independent to Olga Tamez De Suday v. Jesus Lozano Suday",cc46446,ignore,,this one is another order in the same matter; not use case we care about
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Suday v. Suday, 717 S.W.3d 441 (2024)","...022 WL 789344, at *1 (Tex. App.—San Antonio Mar. 16, 2022, pet. denied) (affirming trial court's order granting county attorney's plea to 04-23-00836-CV judgment in this appeal.2 See Suday v. Suday, 717 S.W.3d 441 (Tex. App.—San Antonio 2024). In our opinion, we dismissed Suday's appeal on behalf",likely_real,Suday v. Suday,Suday,Suday,717,S.W.3d,441,,2024,,,,FALSE,,,POSSIBLE_MATCH,0.7667,https://www.courtlistener.com/opinion/10127934/maryvel-suday-and-the-estate-of-olga-tamez-de-suday-v-jesus-lozano-suday/,Maryvel Suday and the Estate of Olga Tamez De Suday v. Jesus Lozano Suday,e64568a,skip,multiple docs within a case,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Suday v. Suday, 717 S.W.3d 441 (Tex. App. 2024)","...022 WL 789344, at *1 (Tex. App.—San Antonio Mar. 16, 2022, pet. denied) (affirming trial court's order granting county attorney's plea to 04-23-00836-CV judgment in this appeal.2 See Suday v. Suday, 717 S.W.3d 441 (Tex. App.—San Antonio 2024). In our opinion, we dismissed Suday's appeal on behalf",likely_real,Suday v. Suday,Suday,Suday,717,S.W.3d,441,texapp,2024,,,,FALSE,,,POSSIBLE_MATCH,0.825,https://www.courtlistener.com/opinion/10127934/maryvel-suday-and-the-estate-of-olga-tamez-de-suday-v-jesus-lozano-suday/,Maryvel Suday and the Estate of Olga Tamez De Suday v. Jesus Lozano Suday,e697e44,ignore,"these suday ones are honestly messed up, let's ignore them all.",
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"In re Suday, No. 05-25-01490-CV, 2025 WL 3193777 (2025)","...olving the dismissal of her will contest. See Case No. 04-25-00744-cv (Tex. App.—San Antonio). Suday has also brought a case in at least one of our sister courts. See In re Suday, No. 05-25-01490-CV, 2025 WL 3193777, at *1 (Tex. App.—Dallas Nov. 14, 2025, no pet. h.) (denying mandamus relief for ",likely_real,In re Suday,,,2025,WL,3193777,,2025,,,05-25-01490-CV,TRUE,3193777,,NOT_FOUND,0.2933,https://www.courtlistener.com/docket/4510502/23497/in-re-chinese-manufactured-drywall-products-liability-litigation/,In Re: Chinese-Manufactured Drywall Products Liability Litigation,cc46446,ignore,,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Varela v. Varela, 464 S.W.3d 407 (Tex. App. 2015)","... all of the ""caselaw"" cited by Suday in her supplemental brief after an exhaustive search on a reliable legal database, and most of the caselaw appears to be fictitious. See, e.g., ""Varela v. Varela, 464 S.W.3d 407 (Tex. App.—San Antonio 2015, no pet.)""; ""Garrison v. Garrison, 966 S.W.2d 493, 495",likely_real,Varela v. Varela,Varela,Varela,464,S.W.3d,407,texapp,2015,,,,FALSE,,,NOT_FOUND,0,https://www.courtlistener.com/opinion/2771108/orca-assets-gp-llc-v-burlington-resources-oil-and-gas-company/,"Orca Assets, G.P., L.L.C. v. Burlington Resources Oil and Gas Company, L.P., Petrohawk Properties, L.P., and Geosouthern Dewitt Properties, L.L.C",fbdbb4a,approved,confirmed hallucination,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Garrison v. Garrison, 966 S.W.2d 493 (Tex. App. 1998)","...tive search on a reliable legal database, and most of the caselaw appears to be fictitious. See, e.g., ""Varela v. Varela, 464 S.W.3d 407 (Tex. App.—San Antonio 2015, no pet.)""; ""Garrison v. Garrison, 966 S.W.2d 493, 495 (Tex. App.—San Antonio 1998, no pet.)""; ""Ex parte Hudson, 11 U.S. 225, 234 (1",likely_real,Garrison v. Garrison,Garrison,Garrison,966,S.W.2d,493,texapp,1998,,,,FALSE,,,NOT_FOUND,0,https://www.courtlistener.com/opinion/2377921/in-re-jones/,In Re Jones,a0a9afc,approved,confirmed hallucination,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"In re Hudson, 11 U.S. 225 (U.S. 1812)","...e fictitious. See, e.g., ""Varela v. Varela, 464 S.W.3d 407 (Tex. App.—San Antonio 2015, no pet.)""; ""Garrison v. Garrison, 966 S.W.2d 493, 495 (Tex. App.—San Antonio 1998, no pet.)""; ""Ex parte Hudson, 11 U.S. 225, 234 (1812)""; ""Sabir v. Daud, No. 01-22-00956- CV, 2024 WL 3478110, at 5 (Tex. App.—H",likely_real,In re Hudson,,,11,U.S.,225,usjc,1812,,,,FALSE,,,POSSIBLE_MATCH,0.5,https://www.courtlistener.com/docket/7786215/4/in-re-hudson/,IN RE: HUDSON,cc46446,investigate,wildly wrong date!  1812 vs. 2018,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"AGiza v. Franklin, No. 04-25-00099-CV, 2025 WL 2058089 (Tex. App. 2025)","...litigants, as we have in other cases, that these tools, at present, lack the ability to produce reliable and accurate citations to legal authorities. See, e.g., AGiza v. Franklin, No. 04-25-00099-CV, 2025 WL 2058089, at *3 (Tex. App.—San Antonio July 23, 2025, pet. denied). - 2 - 04-23-00836-CV c",likely_real,AGiza v. Franklin,AGiza,Franklin,2025,WL,2058089,,2025,,,04-25-00099-CV,TRUE,2058089,,POSSIBLE_MATCH,0.8333,https://www.courtlistener.com/opinion/10642994/dalila-agiza-v-edward-franklin/,Dalila AGiza v. Edward Franklin,a0a9afc,approved,correct document,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Busby v. Busby, 457 S.W.2d 551 (tex 1970)","...ide their Texas assets. An existing divorce does not bar a county court from dividing those assets for the first time. Suday IV, 717 S.W.3d at 444–45; see TEX. FAM. CODE § 9.201-.204; Busby v. Busby, 457 S.W.2d 551, 554 (Tex. 1970); Supak v. Zboril, 56 S.W.3d 785, 795–96 (Tex. App.—Houston [14th ",likely_real,Busby v. Busby,Busby,Busby,457,S.W.2d,551,tex,1970,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/1778062/busby-v-busby/,Busby v. Busby,e64568a,approved,,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Supak v. Zboril, 56 S.W.3d 785 (Tex. App. 2001)","...ot bar a county court from dividing those assets for the first time. Suday IV, 717 S.W.3d at 444–45; see TEX. FAM. CODE § 9.201-.204; Busby v. Busby, 457 S.W.2d 551, 554 (Tex. 1970); Supak v. Zboril, 56 S.W.3d 785, 795–96 (Tex. App.—Houston [14th Dist.] 2001, no pet.).4 CONCLUSION Accordingly, we",likely_real,Supak v. Zboril,Supak,Zboril,56,S.W.3d,785,texapp,2001,,,,FALSE,,,VERIFIED,1,https://www.courtlistener.com/opinion/1426355/supak-v-zboril/,Supak v. Zboril,3fbf7a8,approved,,
maryvel_suday_and_the_estate_of_olga_tamez_de_suday_v._jesus_lozano_suday.pdf,"Jindrich v. Weihele, 656 S.W.3d 519 (Tex. App. 2022)","...] 2001, no pet.).4 CONCLUSION Accordingly, we reject Suday's contentions as executor and affirm the county court's June 27, 2023 order.5 Lori Massey Brissette, Justice 4 See also Jindrich v. Weihele, 656 S.W.3d 519, 525 (Tex. App.—El Paso 2022, pet. denied) (holding trial court had subject matter",likely_real,Jindrich v. Weihele,Jindrich,Weihele,656,S.W.3d,519,texapp,2022,,,,FALSE,,,POSSIBLE_MATCH,0.725,https://www.courtlistener.com/opinion/5174585/edward-s-jindrich-jr-v-michaela-weihele/,"Edward S. Jindrich, Jr. v. Michaela Weihele",a0a9afc,data,incorrect document; correct document not available in FLP,
